section_id,hour_of_day,weekday,expected_trains_per_hour
SEC-AWR-BKI,6,3,1.923077
SEC-AWR-BKI,7,3,1.0
SEC-AWR-BKI,8,3,2.076923
SEC-AWR-BKI,9,3,1.0
SEC-AWR-BKI,10,3,2.0
SEC-AWR-BKI,11,3,1.923077
SEC-AWR-BKI,12,3,2.0
SEC-AWR-BKI,13,3,2.076923
SEC-AWR-BKI,14,3,2.0
SEC-AWR-BKI,15,3,0.0
SEC-AWR-BKI,16,3,2.0
SEC-AWR-BKI,17,3,1.153846
SEC-AWR-BKI,18,3,0.846154
SEC-AWR-BKI,19,3,0.0
SEC-AWR-BKI,20,3,0.0
SEC-AWR-BKI,21,3,0.0
SEC-AWR-BKI,22,3,0.0
SEC-AWR-BKI,23,3,0.0
SEC-AWR-BKI,0,4,0.0
SEC-AWR-BKI,1,4,0.0
SEC-AWR-BKI,2,4,0.0
SEC-AWR-BKI,3,4,0.0
SEC-AWR-BKI,4,4,0.0
SEC-AWR-BKI,5,4,0.0
SEC-AWR-BKI,6,4,1.923077
SEC-AWR-BKI,7,4,1.076923
SEC-AWR-BKI,8,4,2.0
SEC-AWR-BKI,9,4,1.0
SEC-AWR-BKI,10,4,2.0
SEC-AWR-BKI,11,4,1.923077
SEC-AWR-BKI,12,4,2.076923
SEC-AWR-BKI,13,4,2.0
SEC-AWR-BKI,14,4,2.0
SEC-AWR-BKI,15,4,1.0
SEC-AWR-BKI,16,4,1.0
SEC-AWR-BKI,17,4,2.0
SEC-AWR-BKI,18,4,0.0
SEC-AWR-BKI,19,4,0.0
SEC-AWR-BKI,20,4,0.0
SEC-AWR-BKI,21,4,0.0
SEC-AWR-BKI,22,4,0.0
SEC-AWR-BKI,23,4,0.0
SEC-AWR-BKI,0,5,0.0
SEC-AWR-BKI,1,5,0.0
SEC-AWR-BKI,2,5,0.0
SEC-AWR-BKI,3,5,0.0
SEC-AWR-BKI,4,5,0.0
SEC-AWR-BKI,5,5,0.0
SEC-AWR-BKI,6,5,1.0
SEC-AWR-BKI,7,5,0.923077
SEC-AWR-BKI,8,5,1.076923
SEC-AWR-BKI,9,5,0.923077
SEC-AWR-BKI,10,5,1.076923
SEC-AWR-BKI,11,5,1.692308
SEC-AWR-BKI,12,5,2.307692
SEC-AWR-BKI,13,5,2.0
SEC-AWR-BKI,14,5,2.0
SEC-AWR-BKI,15,5,0.0
SEC-AWR-BKI,16,5,2.0
SEC-AWR-BKI,17,5,0.153846
SEC-AWR-BKI,18,5,0.846154
SEC-AWR-BKI,19,5,0.0
SEC-AWR-BKI,20,5,0.0
SEC-AWR-BKI,21,5,0.0
SEC-AWR-BKI,22,5,0.0
SEC-AWR-BKI,23,5,0.0
SEC-AWR-BKI,0,6,0.0
SEC-AWR-BKI,1,6,0.0
SEC-AWR-BKI,2,6,0.0
SEC-AWR-BKI,3,6,0.0
SEC-AWR-BKI,4,6,0.0
SEC-AWR-BKI,5,6,0.0
SEC-AWR-BKI,6,6,1.0
SEC-AWR-BKI,7,6,1.0
SEC-AWR-BKI,8,6,1.0
SEC-AWR-BKI,9,6,1.0
SEC-AWR-BKI,10,6,1.0
SEC-AWR-BKI,11,6,1.769231
SEC-AWR-BKI,12,6,2.153846
SEC-AWR-BKI,13,6,2.076923
SEC-AWR-BKI,14,6,2.0
SEC-AWR-BKI,15,6,0.846154
SEC-AWR-BKI,16,6,1.153846
SEC-AWR-BKI,17,6,1.0
SEC-AWR-BKI,18,6,0.0
SEC-AWR-BKI,19,6,0.0
SEC-AWR-BKI,20,6,0.0
SEC-AWR-BKI,21,6,0.0
SEC-AWR-BKI,22,6,0.0
SEC-AWR-BKI,23,6,0.0
SEC-BKI-JP,0,0,0.0
SEC-BKI-JP,1,0,0.0
SEC-BKI-JP,2,0,0.0
SEC-BKI-JP,3,0,0.0
SEC-BKI-JP,4,0,0.0
SEC-BKI-JP,5,0,0.0
SEC-BKI-JP,6,0,0.0
SEC-BKI-JP,7,0,1.923077
SEC-BKI-JP,8,0,1.076923
SEC-BKI-JP,9,0,2.0
SEC-BKI-JP,10,0,1.769231
SEC-BKI-JP,11,0,1.230769
SEC-BKI-JP,12,0,1.692308
SEC-BKI-JP,13,0,2.230769
SEC-BKI-JP,14,0,2.076923
SEC-BKI-JP,15,0,2.0
SEC-BKI-JP,16,0,0.0
SEC-BKI-JP,17,0,1.0
SEC-BKI-JP,18,0,2.384615
SEC-BKI-JP,19,0,0.615385
SEC-BKI-JP,20,0,0.0
SEC-BKI-JP,21,0,0.0
SEC-BKI-JP,22,0,0.0
SEC-BKI-JP,23,0,0.0
SEC-BKI-JP,0,1,0.0
SEC-BKI-JP,1,1,0.0
SEC-BKI-JP,2,1,0.0
SEC-BKI-JP,3,1,0.0
SEC-BKI-JP,4,1,0.0
SEC-BKI-JP,5,1,0.0
SEC-BKI-JP,6,1,0.0
SEC-BKI-JP,7,1,2.0
SEC-BKI-JP,8,1,1.0
SEC-BKI-JP,9,1,2.0
SEC-BKI-JP,10,1,1.416667
SEC-BKI-JP,11,1,1.583333
SEC-BKI-JP,12,1,1.416667
SEC-BKI-JP,13,1,2.333333
SEC-BKI-JP,14,1,2.25
SEC-BKI-JP,15,1,2.0
SEC-BKI-JP,16,1,0.0
SEC-BKI-JP,17,1,1.0
SEC-BKI-JP,18,1,2.0
SEC-BKI-JP,19,1,1.0
SEC-BKI-JP,20,1,0.0
SEC-BKI-JP,21,1,0.0
SEC-BKI-JP,22,1,0.0
SEC-BKI-JP,23,1,0.0
SEC-BKI-JP,0,2,0.0
SEC-BKI-JP,1,2,0.0
SEC-BKI-JP,2,2,0.0
SEC-BKI-JP,3,2,0.0
SEC-BKI-JP,4,2,0.0
SEC-BKI-JP,5,2,0.0
SEC-BKI-JP,6,2,0.0
SEC-BKI-JP,7,2,1.846154
SEC-BKI-JP,8,2,1.153846
SEC-BKI-JP,9,2,2.0
SEC-BKI-JP,10,2,1.461538
SEC-BKI-JP,11,2,1.538462
SEC-BKI-JP,12,2,1.615385
SEC-BKI-JP,13,2,2.307692
SEC-BKI-JP,14,2,2.0
SEC-BKI-JP,15,2,2.076923
SEC-BKI-JP,16,2,0.0
SEC-BKI-JP,17,2,1.076923
SEC-BKI-JP,18,2,2.384615
SEC-BKI-JP,19,2,0.538462
SEC-BKI-JP,20,2,0.0
SEC-BKI-JP,21,2,0.0
SEC-BKI-JP,22,2,0.0
SEC-BKI-JP,23,2,0.0
SEC-BKI-JP,0,3,0.0
SEC-BKI-JP,1,3,0.0
SEC-BKI-JP,2,3,0.0
SEC-BKI-JP,3,3,0.0
SEC-BKI-JP,4,3,0.0
SEC-BKI-JP,5,3,0.0
SEC-BKI-JP,6,3,0.0
SEC-BKI-JP,7,3,1.923077
SEC-BKI-JP,8,3,1.076923
SEC-BKI-JP,9,3,2.0
SEC-BKI-JP,10,3,1.923077
SEC-BKI-JP,11,3,1.076923
SEC-BKI-JP,12,3,1.769231
SEC-BKI-JP,13,3,2.153846
SEC-BKI-JP,14,3,2.0
SEC-BKI-JP,15,3,2.076923
SEC-BKI-JP,16,3,0.0
SEC-BKI-JP,17,3,1.0
SEC-BKI-JP,18,3,2.0
SEC-BKI-JP,19,3,1.0
SEC-BKI-JP,20,3,0.0
SEC-BKI-JP,21,3,0.0
SEC-BKI-JP,22,3,0.0
SEC-BKI-JP,23,3,0.0
SEC-BKI-JP,0,4,0.0
SEC-BKI-JP,1,4,0.0
SEC-BKI-JP,2,4,0.0
SEC-BKI-JP,3,4,0.0
SEC-BKI-JP,4,4,0.0
SEC-BKI-JP,5,4,0.0
SEC-BKI-JP,6,4,0.0
SEC-BKI-JP,7,4,2.0
SEC-BKI-JP,8,4,1.0
SEC-BKI-JP,9,4,2.0
SEC-BKI-JP,10,4,1.769231
SEC-BKI-JP,11,4,1.230769
SEC-BKI-JP,12,4,1.846154
SEC-BKI-JP,13,4,2.153846
SEC-BKI-JP,14,4,2.0
SEC-BKI-JP,15,4,2.0
SEC-BKI-JP,16,4,0.0
SEC-BKI-JP,17,4,1.0
SEC-BKI-JP,18,4,2.769231
SEC-BKI-JP,19,4,0.230769
SEC-BKI-JP,20,4,0.0
SEC-BKI-JP,21,4,0.0
SEC-BKI-JP,22,4,0.0
SEC-BKI-JP,23,4,0.0
SEC-BKI-JP,0,5,0.0
SEC-BKI-JP,1,5,0.0
SEC-BKI-JP,2,5,0.0
SEC-BKI-JP,3,5,0.0
SEC-BKI-JP,4,5,0.0
SEC-BKI-JP,5,5,0.0
SEC-BKI-JP,6,5,0.0
SEC-BKI-JP,7,5,1.0
SEC-BKI-JP,8,5,0.923077
SEC-BKI-JP,9,5,1.076923
SEC-BKI-JP,10,5,1.538462
SEC-BKI-JP,11,5,0.461538
SEC-BKI-JP,12,5,1.384615
SEC-BKI-JP,13,5,2.538462
SEC-BKI-JP,14,5,2.076923
SEC-BKI-JP,15,5,2.0
SEC-BKI-JP,16,5,0.0
SEC-BKI-JP,17,5,1.0
SEC-BKI-JP,18,5,1.0
SEC-BKI-JP,19,5,1.0
SEC-BKI-JP,20,5,0.0
SEC-BKI-JP,21,5,0.0
SEC-BKI-JP,22,5,0.0
SEC-BKI-JP,23,5,0.0
SEC-BKI-JP,0,6,0.0
SEC-BKI-JP,1,6,0.0
SEC-BKI-JP,2,6,0.0
SEC-BKI-JP,3,6,0.0
SEC-BKI-JP,4,6,0.0
SEC-BKI-JP,5,6,0.0
SEC-BKI-JP,6,6,0.0
SEC-BKI-JP,7,6,1.0
SEC-BKI-JP,8,6,1.0
SEC-BKI-JP,9,6,1.0
SEC-BKI-JP,10,6,1.615385
SEC-BKI-JP,11,6,0.384615
SEC-BKI-JP,12,6,1.769231
SEC-BKI-JP,13,6,2.0
SEC-BKI-JP,14,6,2.230769
SEC-BKI-JP,15,6,2.0
SEC-BKI-JP,16,6,0.0
SEC-BKI-JP,17,6,1.0
SEC-BKI-JP,18,6,1.384615
SEC-BKI-JP,19,6,0.615385
SEC-BKI-JP,20,6,0.0
SEC-BKI-JP,21,6,0.0
SEC-BKI-JP,22,6,0.0
SEC-BKI-JP,23,6,0.0
SEC-NDLS-RE,0,0,0.0
SEC-NDLS-RE,1,0,0.0
SEC-NDLS-RE,2,0,0.0
SEC-NDLS-RE,3,0,0.0
SEC-NDLS-RE,4,0,1.615385
SEC-NDLS-RE,5,0,1.384615
SEC-NDLS-RE,6,0,2.0
SEC-NDLS-RE,7,0,1.0
SEC-NDLS-RE,8,0,2.0
SEC-NDLS-RE,9,0,2.384615
SEC-NDLS-RE,10,0,2.615385
SEC-NDLS-RE,11,0,2.0
SEC-NDLS-RE,12,0,2.0
SEC-NDLS-RE,13,0,1.384615
SEC-NDLS-RE,14,0,1.615385
SEC-NDLS-RE,15,0,0.0
SEC-NDLS-RE,16,0,0.0
SEC-NDLS-RE,17,0,0.0
SEC-NDLS-RE,18,0,0.0
SEC-NDLS-RE,19,0,0.0
SEC-NDLS-RE,20,0,0.0
SEC-NDLS-RE,21,0,0.0
SEC-NDLS-RE,22,0,0.0
SEC-NDLS-RE,23,0,0.0
SEC-NDLS-RE,0,1,0.0
SEC-NDLS-RE,1,1,0.0
SEC-NDLS-RE,2,1,0.0
SEC-NDLS-RE,3,1,0.0
SEC-NDLS-RE,4,1,1.666667
SEC-NDLS-RE,5,1,1.333333
SEC-NDLS-RE,6,1,2.0
SEC-NDLS-RE,7,1,1.0
SEC-NDLS-RE,8,1,2.0
SEC-NDLS-RE,9,1,2.583333
SEC-NDLS-RE,10,1,2.416667
SEC-NDLS-RE,11,1,2.0
SEC-NDLS-RE,12,1,1.0
SEC-NDLS-RE,13,1,2.25
SEC-NDLS-RE,14,1,1.583333
SEC-NDLS-RE,15,1,0.166667
SEC-NDLS-RE,16,1,0.0
SEC-NDLS-RE,17,1,0.0
SEC-NDLS-RE,18,1,0.0
SEC-NDLS-RE,19,1,0.0
SEC-NDLS-RE,20,1,0.0
SEC-NDLS-RE,21,1,0.0
SEC-NDLS-RE,22,1,0.0
SEC-NDLS-RE,23,1,0.0
SEC-NDLS-RE,0,2,0.0
SEC-NDLS-RE,1,2,0.0
SEC-NDLS-RE,2,2,0.0
SEC-NDLS-RE,3,2,0.0
SEC-NDLS-RE,4,2,1.538462
SEC-NDLS-RE,5,2,1.461538
SEC-NDLS-RE,6,2,2.0
SEC-NDLS-RE,7,2,1.0
SEC-NDLS-RE,8,2,2.0
SEC-NDLS-RE,9,2,2.692308
SEC-NDLS-RE,10,2,2.307692
SEC-NDLS-RE,11,2,2.0
SEC-NDLS-RE,12,2,2.0
SEC-NDLS-RE,13,2,1.153846
SEC-NDLS-RE,14,2,1.846154
SEC-NDLS-RE,15,2,0.0
SEC-NDLS-RE,16,2,0.0
SEC-NDLS-RE,17,2,0.0
SEC-NDLS-RE,18,2,0.0
SEC-NDLS-RE,19,2,0.0
SEC-NDLS-RE,20,2,0.0
SEC-NDLS-RE,21,2,0.0
SEC-NDLS-RE,22,2,0.0
SEC-NDLS-RE,23,2,0.0
SEC-NDLS-RE,0,3,0.0
SEC-NDLS-RE,1,3,0.0
SEC-NDLS-RE,2,3,0.0
SEC-NDLS-RE,3,3,0.0
SEC-NDLS-RE,4,3,1.461538
SEC-NDLS-RE,5,3,1.538462
SEC-NDLS-RE,6,3,2.0
SEC-NDLS-RE,7,3,1.0
SEC-NDLS-RE,8,3,2.0
SEC-NDLS-RE,9,3,2.461538
SEC-NDLS-RE,10,3,2.538462
SEC-NDLS-RE,11,3,2.0
SEC-NDLS-RE,12,3,1.0
SEC-NDLS-RE,13,3,2.230769
SEC-NDLS-RE,14,3,1.692308
SEC-NDLS-RE,15,3,0.076923
SEC-NDLS-RE,16,3,0.0
SEC-NDLS-RE,17,3,0.0
SEC-NDLS-RE,18,3,0.0
SEC-NDLS-RE,19,3,0.0
SEC-NDLS-RE,20,3,0.0
SEC-NDLS-RE,21,3,0.0
SEC-NDLS-RE,22,3,0.0
SEC-NDLS-RE,23,3,0.0
SEC-NDLS-RE,0,4,0.0
SEC-NDLS-RE,1,4,0.0
SEC-NDLS-RE,2,4,0.0
SEC-NDLS-RE,3,4,0.0
SEC-NDLS-RE,4,4,1.769231
SEC-NDLS-RE,5,4,1.230769
SEC-NDLS-RE,6,4,2.0
SEC-NDLS-RE,7,4,1.0
SEC-NDLS-RE,8,4,2.0
SEC-NDLS-RE,9,4,2.461538
SEC-NDLS-RE,10,4,2.538462
SEC-NDLS-RE,11,4,2.0
SEC-NDLS-RE,12,4,2.0
SEC-NDLS-RE,13,4,1.307692
SEC-NDLS-RE,14,4,1.692308
SEC-NDLS-RE,15,4,0.0
SEC-NDLS-RE,16,4,0.0
SEC-NDLS-RE,17,4,0.0
SEC-NDLS-RE,18,4,0.0
SEC-NDLS-RE,19,4,0.0
SEC-NDLS-RE,20,4,0.0
SEC-NDLS-RE,21,4,0.0
SEC-NDLS-RE,22,4,0.0
SEC-NDLS-RE,23,4,0.0
SEC-NDLS-RE,0,5,0.0
SEC-NDLS-RE,1,5,0.0
SEC-NDLS-RE,2,5,0.0
SEC-NDLS-RE,3,5,0.0
SEC-NDLS-RE,4,5,1.0
SEC-NDLS-RE,5,5,0.923077
SEC-NDLS-RE,6,5,1.076923
SEC-NDLS-RE,7,5,1.0
SEC-NDLS-RE,8,5,1.0
SEC-NDLS-RE,9,5,2.461538
SEC-NDLS-RE,10,5,2.538462
SEC-NDLS-RE,11,5,2.0
SEC-NDLS-RE,12,5,1.0
SEC-NDLS-RE,13,5,2.0
SEC-NDLS-RE,14,5,1.0
SEC-NDLS-RE,15,5,0.0
SEC-NDLS-RE,16,5,0.0
SEC-NDLS-RE,17,5,0.0
SEC-NDLS-RE,18,5,0.0
SEC-NDLS-RE,19,5,0.0
SEC-NDLS-RE,20,5,0.0
SEC-NDLS-RE,21,5,0.0
SEC-NDLS-RE,22,5,0.0
SEC-NDLS-RE,23,5,0.0
SEC-NDLS-RE,0,6,0.0
SEC-NDLS-RE,1,6,0.0
SEC-NDLS-RE,2,6,0.0
SEC-NDLS-RE,3,6,0.0
SEC-NDLS-RE,4,6,1.0
SEC-NDLS-RE,5,6,1.0
SEC-NDLS-RE,6,6,1.0
SEC-NDLS-RE,7,6,1.0
SEC-NDLS-RE,8,6,1.0
SEC-NDLS-RE,9,6,2.307692
SEC-NDLS-RE,10,6,2.615385
SEC-NDLS-RE,11,6,2.076923
SEC-NDLS-RE,12,6,2.0
SEC-NDLS-RE,13,6,1.0
SEC-NDLS-RE,14,6,1.0
SEC-NDLS-RE,15,6,0.0
SEC-NDLS-RE,16,6,0.0
SEC-NDLS-RE,17,6,0.0
SEC-NDLS-RE,18,6,0.0
SEC-NDLS-RE,19,6,0.0
SEC-NDLS-RE,20,6,0.0
SEC-NDLS-RE,21,6,0.0
SEC-NDLS-RE,22,6,0.0
SEC-NDLS-RE,23,6,0.0
SEC-RE-AWR,0,0,0.0
SEC-RE-AWR,1,0,0.0
SEC-RE-AWR,2,0,0.0
SEC-RE-AWR,3,0,0.0
SEC-RE-AWR,4,0,0.0
SEC-RE-AWR,5,0,1.538462
SEC-RE-AWR,6,0,1.461538
SEC-RE-AWR,7,0,2.0
SEC-RE-AWR,8,0,1.0
SEC-RE-AWR,9,0,2.0
SEC-RE-AWR,10,0,2.0
SEC-RE-AWR,11,0,2.076923
SEC-RE-AWR,12,0,2.692308
SEC-RE-AWR,13,0,1.230769
SEC-RE-AWR,14,0,1.0
SEC-RE-AWR,15,0,2.076923
SEC-RE-AWR,16,0,0.923077
SEC-RE-AWR,17,0,0.0
SEC-RE-AWR,18,0,0.0
SEC-RE-AWR,19,0,0.0
SEC-RE-AWR,20,0,0.0
SEC-RE-AWR,21,0,0.0
SEC-RE-AWR,22,0,0.0
SEC-RE-AWR,23,0,0.0
SEC-RE-AWR,0,1,0.0
SEC-RE-AWR,1,1,0.0
SEC-RE-AWR,2,1,0.0
SEC-RE-AWR,3,1,0.0
SEC-RE-AWR,4,1,0.0
SEC-RE-AWR,5,1,1.75
SEC-RE-AWR,6,1,1.166667
SEC-RE-AWR,7,1,2.083333
SEC-RE-AWR,8,1,1.0
SEC-RE-AWR,9,1,2.0
SEC-RE-AWR,10,1,2.0
SEC-RE-AWR,11,1,2.0
SEC-RE-AWR,12,1,2.5
SEC-RE-AWR,13,1,1.5
SEC-RE-AWR,14,1,1.0
SEC-RE-AWR,15,1,2.0
SEC-RE-AWR,16,1,1.0
SEC-RE-AWR,17,1,0.0
SEC-RE-AWR,18,1,0.0
SEC-RE-AWR,19,1,0.0
SEC-RE-AWR,20,1,0.0
SEC-RE-AWR,21,1,0.0
SEC-RE-AWR,22,1,0.0
SEC-RE-AWR,23,1,0.0
SEC-RE-AWR,0,2,0.0
SEC-RE-AWR,1,2,0.0
SEC-RE-AWR,2,2,0.0
SEC-RE-AWR,3,2,0.0
SEC-RE-AWR,4,2,0.0
SEC-RE-AWR,5,2,1.692308
SEC-RE-AWR,6,2,1.307692
SEC-RE-AWR,7,2,1.923077
SEC-RE-AWR,8,2,1.076923
SEC-RE-AWR,9,2,2.0
SEC-RE-AWR,10,2,2.0
SEC-RE-AWR,11,2,2.076923
SEC-RE-AWR,12,2,2.615385
SEC-RE-AWR,13,2,1.307692
SEC-RE-AWR,14,2,1.0
SEC-RE-AWR,15,2,2.076923
SEC-RE-AWR,16,2,0.923077
SEC-RE-AWR,17,2,0.0
SEC-RE-AWR,18,2,0.0
SEC-RE-AWR,19,2,0.0
SEC-RE-AWR,20,2,0.0
SEC-RE-AWR,21,2,0.0
SEC-RE-AWR,22,2,0.0
SEC-RE-AWR,23,2,0.0
SEC-RE-AWR,0,3,0.0
SEC-RE-AWR,1,3,0.0
SEC-RE-AWR,2,3,0.0
SEC-RE-AWR,3,3,0.0
SEC-RE-AWR,4,3,0.0
SEC-RE-AWR,5,3,1.923077
SEC-RE-AWR,6,3,1.0
SEC-RE-AWR,7,3,2.076923
SEC-RE-AWR,8,3,1.0
SEC-RE-AWR,9,3,2.0
SEC-RE-AWR,10,3,1.923077
SEC-RE-AWR,11,3,2.076923
SEC-RE-AWR,12,3,2.769231
SEC-RE-AWR,13,3,1.230769
SEC-RE-AWR,14,3,1.0
SEC-RE-AWR,15,3,2.0
SEC-RE-AWR,16,3,1.0
SEC-RE-AWR,17,3,0.0
SEC-RE-AWR,18,3,0.0
SEC-RE-AWR,19,3,0.0
SEC-RE-AWR,20,3,0.0
SEC-RE-AWR,21,3,0.0
SEC-RE-AWR,22,3,0.0
SEC-RE-AWR,23,3,0.0
SEC-RE-AWR,0,4,0.0
SEC-RE-AWR,1,4,0.0
SEC-RE-AWR,2,4,0.0
SEC-RE-AWR,3,4,0.0
SEC-RE-AWR,4,4,0.0
SEC-RE-AWR,5,4,1.846154
SEC-RE-AWR,6,4,1.153846
SEC-RE-AWR,7,4,2.0
SEC-RE-AWR,8,4,1.0
SEC-RE-AWR,9,4,2.0
SEC-RE-AWR,10,4,2.0
SEC-RE-AWR,11,4,2.0
SEC-RE-AWR,12,4,2.923077
SEC-RE-AWR,13,4,1.076923
SEC-RE-AWR,14,4,1.0
SEC-RE-AWR,15,4,2.076923
SEC-RE-AWR,16,4,0.923077
SEC-RE-AWR,17,4,0.0
SEC-RE-AWR,18,4,0.0
SEC-RE-AWR,19,4,0.0
SEC-RE-AWR,20,4,0.0
SEC-RE-AWR,21,4,0.0
SEC-RE-AWR,22,4,0.0
SEC-RE-AWR,23,4,0.0
SEC-RE-AWR,0,5,0.0
SEC-RE-AWR,1,5,0.0
SEC-RE-AWR,2,5,0.0
SEC-RE-AWR,3,5,0.0
SEC-RE-AWR,4,5,0.0
SEC-RE-AWR,5,5,1.0
SEC-RE-AWR,6,5,0.923077
SEC-RE-AWR,7,5,1.076923
SEC-RE-AWR,8,5,1.0
SEC-RE-AWR,9,5,1.0
SEC-RE-AWR,10,5,2.0
SEC-RE-AWR,11,5,2.0
SEC-RE-AWR,12,5,2.769231
SEC-RE-AWR,13,5,1.230769
SEC-RE-AWR,14,5,1.0
SEC-RE-AWR,15,5,1.0
SEC-RE-AWR,16,5,1.0
SEC-RE-AWR,17,5,0.0
SEC-RE-AWR,18,5,0.0
SEC-RE-AWR,19,5,0.0
SEC-RE-AWR,20,5,0.0
SEC-RE-AWR,21,5,0.0
SEC-RE-AWR,22,5,0.0
SEC-RE-AWR,23,5,0.0
SEC-RE-AWR,0,6,0.0
SEC-RE-AWR,1,6,0.0
SEC-RE-AWR,2,6,0.0
SEC-RE-AWR,3,6,0.0
SEC-RE-AWR,4,6,0.0
SEC-RE-AWR,5,6,1.0
SEC-RE-AWR,6,6,1.0
SEC-RE-AWR,7,6,1.0
SEC-RE-AWR,8,6,1.0
SEC-RE-AWR,9,6,1.0
SEC-RE-AWR,10,6,2.0
SEC-RE-AWR,11,6,2.0
SEC-RE-AWR,12,6,2.769231
SEC-RE-AWR,13,6,1.230769
SEC-RE-AWR,14,6,1.0
SEC-RE-AWR,15,6,1.0
SEC-RE-AWR,16,6,1.0
SEC-RE-AWR,17,6,0.0
SEC-RE-AWR,18,6,0.0
SEC-RE-AWR,19,6,0.0
SEC-RE-AWR,20,6,0.0
SEC-RE-AWR,21,6,0.0
SEC-RE-AWR,22,6,0.0
SEC-RE-AWR,23,6,0.0
